RocketLogger CSV File
File Version,3
Block Size,1
Block Count,849                 
Sample Count,849                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Sat Apr 25 00:10:58 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587773934.982116177,1,20495,-4866532,-73521670
1587773935.985560940,1,20400,-4896396,-73526831
1587773936.989000638,1,20020,-4978768,-73538259
1587773937.992470934,1,20526,-4906982,-73530640
1587773938.995894670,1,18091,-4813585,-73519581
1587773939.999344325,1,20716,-4878940,-73526093
1587773941.002820574,1,22424,-4916148,-73530763
1587773942.006246985,1,21380,-4947677,-73537030
1587773943.009711530,1,20368,-4905878,-73531746
1587773944.013161242,1,19419,-4809572,-73521178
1587773945.016592265,1,19103,-4889140,-73529043
1587773946.020041327,1,18123,-4969059,-73538259
1587773947.023494508,1,19103,-4921739,-73535310
1587773948.026961510,1,19451,-4899253,-73532852
1587773949.030416403,1,19514,-4836825,-73523513
1587773950.033877781,1,21159,-4894135,-73530149
1587773951.037291867,1,20526,-4995015,-73542928
1587773952.040751097,1,19577,-4910539,-73534695
1587773953.044209599,1,21950,-4841189,-73526708
1587773954.047662856,1,23246,-4870668,-73528920
1587773955.051125124,1,18565,-4901233,-73531869
1587773956.054569753,1,19641,-4964292,-73543297
1587773957.058001876,1,19198,-4906596,-73535678
1587773958.061454974,1,22898,-4808082,-73523882
1587773959.064909518,1,20969,-4886511,-73532729
1587773960.068360082,1,19736,-4949693,-73540471
1587773961.071836528,1,19736,-4929117,-73541699
1587773962.075256134,1,21444,-4904703,-73537399
1587773963.078689578,1,21855,-4820368,-73526339
1587773964.082149081,1,22519,-4892277,-73535310
1587773965.085596328,1,19736,-4985814,-73546369
1587773966.089039293,1,20147,-4918023,-73540962
1587773967.092491938,1,21096,-4896063,-73538996
1587773968.095947359,1,21665,-4837894,-73530640
1587773969.099406951,1,20590,-4893995,-73536415
1587773970.102864555,1,19071,-4994770,-73550670
1587773971.106300866,1,22551,-4914588,-73542068
1587773972.109752475,1,19894,-4883777,-73538382
1587773973.113200261,1,23531,-4847305,-73531992
1587773974.116654494,1,20305,-4894626,-73538996
1587773975.120097731,1,18534,-4995366,-73551284
1587773976.123538513,1,21538,-4913940,-73543543
1587773977.126997108,1,23120,-4879799,-73539487
1587773978.130433233,1,24005,-4849724,-73535801
1587773979.133910394,1,20463,-4894924,-73541208
1587773980.137316835,1,19609,-4995769,-73554356
1587773981.140815934,1,22867,-4912012,-73545386
1587773982.144237725,1,21570,-4865427,-73539979
1587773983.147692352,1,22551,-4859083,-73537644
1587773984.151136327,1,19767,-4895642,-73542068
1587773985.154617625,1,18787,-4991878,-73555585
1587773986.158032643,1,20305,-4909751,-73545754
1587773987.161471474,1,22835,-4841609,-73538627
1587773988.164938175,1,21728,-4867320,-73540839
1587773989.168385255,1,22867,-4896554,-73543420
1587773990.171783497,1,19925,-4986901,-73556322
1587773991.175281480,1,20400,-4909330,-73547475
1587773992.178713774,1,21001,-4834879,-73540225
1587773993.182181064,1,20431,-4869336,-73540716
1587773994.185626691,1,20052,-4897079,-73544771
1587773995.189090489,1,18502,-4986655,-73557920
1587773996.192518085,1,22076,-4909628,-73549318
1587773997.195956101,1,16478,-4842205,-73540593
1587773998.199423384,1,22329,-4865235,-73541945
1587773999.202890752,1,21633,-4896063,-73546983
1587774000.206307852,1,20558,-4994472,-73558657
1587774001.209748961,1,20337,-4912467,-73549932
1587774002.213227199,1,23025,-4880254,-73546246
1587774003.216664582,1,20779,-4841364,-73542068
1587774004.220099747,1,23563,-4893960,-73548089
1587774005.223569798,1,20368,-4979557,-73558534
1587774006.226990015,1,20906,-4928206,-73554848
1587774007.230454623,1,20526,-4906754,-73551898
1587774008.233914083,1,21222,-4808590,-73539487
1587774009.237385554,1,21760,-4882410,-73547475
1587774010.240842107,1,25081,-4907174,-73552021
1587774011.244270227,1,17870,-4976315,-73560254
1587774012.247712685,1,20779,-4909207,-73553987
1587774013.251163776,1,22171,-4839243,-73544771
1587774014.254639017,1,20937,-4865059,-73548212
