RocketLogger CSV File
File Version,3
Block Size,1
Block Count,74218               
Sample Count,74218               
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed May 20 22:40:09 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1590014943.941275561,1,11205,23352,21466
1590014944.944820133,1,14636,17,16191
1590014945.948357039,1,12338,-55299,4293
1590014946.951908501,1,14069,-15142,12634
1590014947.955393603,1,14163,45723,24533
1590014948.958919448,1,16272,5951,16927
1590014949.962485133,1,13628,-44638,7237
1590014950.966012450,1,13219,-21584,11407
1590014951.969549819,1,13628,-2170,15701
1590014952.973075962,1,13754,22494,20853
1590014953.976614440,1,15863,-735,15455
1590014954.980153403,1,11520,-45741,5887
1590014955.983669609,1,12779,-14021,12634
1590014956.987163673,1,15548,43535,25146
1590014957.990772595,1,12590,2590,15946
1590014958.994225114,1,13628,-61198,2943
1590014959.997800928,1,14352,-15999,12634
1590014961.001318127,1,14226,42065,23551
1590014962.004856073,1,15328,8104,17050
1590014963.008340543,1,14132,-41767,6501
1590014964.011926149,1,12999,-20726,11407
1590014965.015436604,1,15171,2853,15701
1590014966.018983570,1,15171,19588,20730
1590014967.022542427,1,11425,-3501,14965
1590014968.026084112,1,11425,-37286,6010
1590014969.029575706,1,15108,-13339,12021
1590014970.033117911,1,14069,39666,23183
1590014971.036644104,1,13660,2275,14474
1590014972.040216839,1,12495,-60760,1962
1590014973.043630786,1,14541,-15317,12757
1590014974.047284474,1,14352,42415,23061
1590014975.050773922,1,13408,9750,16927
1590014976.054293629,1,13502,-27203,11039
1590014977.057882443,1,12810,-25715,8831
1590014978.061389683,1,12149,-11273,11530
1590014979.064894325,1,13314,35028,23306
1590014980.068415206,1,13156,2170,15701
1590014981.071958621,1,12086,-60638,1471
1590014982.075432755,1,13912,-15439,11407
1590014983.079008908,1,13754,36568,21466
1590014984.082536677,1,15832,13391,17295
1590014985.086075896,1,11614,-9767,12389
1590014986.089607667,1,13156,-35745,5274
1590014987.093161684,1,14384,-13198,11407
1590014988.096658726,1,12967,44253,23797
1590014989.100215409,1,12747,3781,15210
1590014990.103717001,1,14510,-58625,1962
1590014991.107284708,1,12621,-16945,9322
1590014992.110840392,1,12967,21951,18277
1590014993.114344917,1,14604,16507,17909
1590014994.117861246,1,15045,-7229,12511
1590014995.121401915,1,14132,-33277,7114
1590014996.124924563,1,11866,-12463,10794
1590014997.128492883,1,15108,37933,22202
1590014998.131946967,1,11645,2468,14474
1590014999.135532545,1,13660,-59535,490
1590015000.139049220,1,13786,-14371,9445
1590015001.142586955,1,14069,45986,22079
1590015002.146119177,1,15139,7912,14719
1590015003.149645595,1,12873,-41540,4661
1590015004.153179256,1,13125,-20603,8341
1590015005.156711095,1,13597,-1365,13125
1590015006.160239225,1,14447,23912,19258
1590015007.163796018,1,15328,560,12389
1590015008.167298778,1,14730,-45881,3189
1590015009.170831277,1,13471,-13181,11039
1590015010.174361499,1,14667,45198,23429
1590015011.177909041,1,14699,4131,14351
1590015012.181451872,1,10890,-59377,858
1590015013.184984726,1,13754,-15544,8586
1590015014.188466986,1,15013,35150,20730
1590015015.192016848,1,14636,12516,17418
1590015016.195561389,1,12716,-22004,8341
1590015017.199083235,1,12181,-24034,7359
1590015018.202609717,1,14163,-8507,10917
1590015019.206158493,1,13156,28831,19381
1590015020.209661310,1,14415,1873,13738
1590015021.213225792,1,13377,-53373,2821
1590015022.216711196,1,12873,-13619,9199
1590015023.220276516,1,14069,47701,21221
1590015024.223801783,1,13440,6039,14229
1590015025.227337294,1,15171,-52358,1839
1590015026.230874735,1,14384,-18135,7482
1590015027.234428224,1,13125,8262,14229
1590015028.237955930,1,12747,21426,18645
1590015029.241467585,1,13314,-17,13370
1590015030.244990287,1,13471,-44305,3189
1590015031.248528412,1,14289,-12638,9567
1590015032.252058170,1,14101,46739,21834
1590015033.255594208,1,13880,5321,13861
1590015034.259125066,1,13565,-55334,735
1590015035.262662853,1,13408,-17102,8954
1590015036.266186580,1,13502,15159,14474
